gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
102388701	ACE2	angiotensin converting enzyme 2	Alligator sinensis	Chinese alligator	38654	NW_005842376.1:615163-652486	+	chr Un	PROTEIN_CODING	XM_025210844.1	transcript variant X2	2420	XM_025210844.1:1-2298	XP_025066629.1	isoform X2	765	angiotensin-converting enzyme 2
102409199	ACE2	angiotensin converting enzyme 2	Bubalus bubalis	water buffalo	89462	NC_037569.1:9363607-9414251	-	chr X	PROTEIN_CODING	XM_006041540.2		3586	XM_006041540.2:316-2727	XP_006041602.1		803	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
102419076	ACE2	angiotensin converting enzyme 2	Myotis lucifugus	little brown bat	59463	NW_005871097.1:4338048-4378114	+	chr Un	PROTEIN_CODING	XM_023753670.1	transcript variant X2	3427	XM_023753670.1:181-2640	XP_023609438.1	isoform X1	819	angiotensin-converting enzyme 2
102419076	ACE2	angiotensin converting enzyme 2	Myotis lucifugus	little brown bat	59463	NW_005871097.1:4338048-4378114	+	chr Un	PROTEIN_CODING	XM_023753669.1	transcript variant X1	3561	XM_023753669.1:315-2774	XP_023609437.1	isoform X1	819	angiotensin-converting enzyme 2
102419076	ACE2	angiotensin converting enzyme 2	Myotis lucifugus	little brown bat	59463	NW_005871097.1:4338048-4378114	+	chr Un	PROTEIN_CODING	XM_023753671.1	transcript variant X3	3501	XM_023753671.1:315-2714	XP_023609439.1	isoform X2	799	angiotensin-converting enzyme 2
102452742	ACE2	angiotensin converting enzyme 2	Pelodiscus sinensis	Chinese soft-shelled turtle	13735	NW_005855059.1:3027740-3068927	-	chr Un	PROTEIN_CODING	XM_006122829.3		2730	XM_006122829.3:95-2521	XP_006122891.1		808	angiotensin-converting enzyme 2
102484728	ACE2	angiotensin converting enzyme 2	Tupaia chinensis	Chinese tree shrew	246437	NW_006203526.1:50780-104140	+	chr Un	PROTEIN_CODING	XM_006164692.3		2849	XM_006164692.3:82-2499	XP_006164754.1		805	angiotensin-converting enzyme 2
102523304	ACE2	angiotensin converting enzyme 2	Camelus ferus	Wild Bactrian camel	419612	NC_045732.1:18118332-18155814	-	chr X	PROTEIN_CODING	XM_006194201.2		2951	XM_006194201.2:341-2758	XP_006194263.1		805	angiotensin-converting enzyme 2
102526063	ACE2	angiotensin converting enzyme 2	Vicugna pacos	alpaca	30538	NW_021964232.1:4639360-4678866	-	chr X	PROTEIN_CODING	XM_006212647.3		3635	XM_006212647.3:350-2767	XP_006212709.1		805	angiotensin-converting enzyme 2
102570994	ACE2	angiotensin converting enzyme 2	Alligator mississippiensis	American alligator	8496	NW_017711692.1:8499976-8537193	+	chr Un	PROTEIN_CODING	XM_019495142.1		3404	XM_019495142.1:102-2519	XP_019350687.1		805	angiotensin-converting enzyme 2
102690232	ace2	angiotensin I converting enzyme 2	Lepisosteus oculatus	spotted gar	7918	NC_023195.1:19629342-19646214	+	chr LG17	PROTEIN_CODING	XM_006639122.2		2711	XM_006639122.2:46-2475	XP_006639185.1		809	angiotensin-converting enzyme 2
102739989	ACE2	angiotensin converting enzyme 2	Leptonychotes weddellii	Weddell seal	9713	NW_006383746.1:922386-936737	+	chr Un	PROTEIN_CODING	XM_031030890.1		1035	XM_031030890.1:1-1035	XP_030886750.1		344	angiotensin-converting enzyme 2
102763166	ACE2	angiotensin converting enzyme 2	Myotis davidii		225400	NW_006299519.1:399654-470159	+	chr Un	PROTEIN_CODING	XM_006775210.2	transcript variant X1	3740	XM_006775210.2:471-2930	XP_006775273.1	isoform X1	819	angiotensin-converting enzyme 2
102763166	ACE2	angiotensin converting enzyme 2	Myotis davidii		225400	NW_006299519.1:399654-470159	+	chr Un	PROTEIN_CODING	XM_015571432.1	transcript variant X2	3251	XM_015571432.1:471-2930	XP_015426918.1	isoform X1	819	angiotensin-converting enzyme 2
102763166	ACE2	angiotensin converting enzyme 2	Myotis davidii		225400	NW_006299519.1:399654-470159	+	chr Un	PROTEIN_CODING	XM_015571433.1	transcript variant X3	3680	XM_015571433.1:471-2870	XP_015426919.1	isoform X2	799	angiotensin-converting enzyme 2
102797684	ace2	angiotensin I converting enzyme 2	Neolamprologus brichardi		32507	NW_006272001.1:23440496-23451872	-	chr Un	PROTEIN_CODING	XM_006780411.1		3121	XM_006780411.1:17-2428	XP_006780474.1		803	angiotensin-converting enzyme 2
102837906	ACE2	angiotensin converting enzyme 2	Chrysochloris asiatica	Cape golden mole	185453	NW_006408536.1:20830168-20871920	+	chr Un	PROTEIN_CODING	XM_006835610.1		2400	XM_006835610.1:1-2400	XP_006835673.1		799	angiotensin-converting enzyme 2
102871104	ACE2	angiotensin converting enzyme 2	Elephantulus edwardii	Cape elephant shrew	28737	NW_006399865.1:8580287-8627087	-	chr Un	PROTEIN_CODING	XM_006892395.1		2397	XM_006892395.1:1-2397	XP_006892457.1		798	angiotensin-converting enzyme 2
102888407	ACE2	angiotensin converting enzyme 2	Pteropus alecto	black flying fox	9402	NW_006435837.1:6736771-6776929	+	chr Un	PROTEIN_CODING	XM_006911647.1		2839	XM_006911647.1:303-2720	XP_006911709.1		805	angiotensin-converting enzyme 2
102919340	Ace2	angiotensin converting enzyme 2	Peromyscus maniculatus bairdii	prairie deer mouse	230844	NC_056031.1:108640267-108691430	+	chr X	PROTEIN_CODING	XM_006973207.3		3583	XM_006973207.3:346-2763	XP_006973269.1		805	angiotensin-converting enzyme 2
102965716	ACE2	angiotensin converting enzyme 2	Panthera tigris	tiger	9694	NC_056677.1:11921062-11961018	-	chr X	PROTEIN_CODING	XM_042974087.1	transcript variant X2	2766	XM_042974087.1:2-2419	XP_042830021.1	isoform X1	805	angiotensin-converting enzyme 2
102965716	ACE2	angiotensin converting enzyme 2	Panthera tigris	tiger	9694	NC_056677.1:11921062-11961018	-	chr X	PROTEIN_CODING	XM_007090080.3	transcript variant X1	3247	XM_007090080.3:2-2419	XP_007090142.2	isoform X1	805	angiotensin-converting enzyme 2
102965716	ACE2	angiotensin converting enzyme 2	Panthera tigris	tiger	9694	NC_056677.1:11921062-11961018	-	chr X	PROTEIN_CODING	XM_042974088.1	transcript variant X3	2275	XM_042974088.1:17-1447	XP_042830022.1	isoform X2	476	angiotensin-converting enzyme 2
102996907	ACE2	angiotensin converting enzyme 2	Physeter catodon	sperm whale	9755	NC_041220.1:158721206-158818265	-	chr 7	PROTEIN_CODING	XM_024115511.2		4019	XM_024115511.2:691-3105	XP_023971279.1		804	angiotensin-converting enzyme 2
103009000	ACE2	angiotensin converting enzyme 2	Balaenoptera acutorostrata scammoni		310752	NW_006726032.1:616089-675639	-	chr Un	PROTEIN_CODING	XM_028164550.1		3375	XM_028164550.1:90-2504	XP_028020351.1		804	angiotensin-converting enzyme 2
103030208	ace2	angiotensin I converting enzyme 2	Astyanax mexicanus	Mexican tetra	7994	NW_019172925.1:3839985-3867391	-	chr Un	PROTEIN_CODING	XM_022668208.1		2796	XM_022668208.1:61-2478	XP_022523929.1		805	angiotensin-converting enzyme 2
103068164	ACE2	angiotensin converting enzyme 2	Python bivittatus	Burmese python	176946	NW_006533818.1:88343-127232	-	chr Un	PROTEIN_CODING	XM_007431880.3		2684	XM_007431880.3:76-2559	XP_007431942.2		827	angiotensin-converting enzyme 2
103086585	ACE2	angiotensin converting enzyme 2	Lipotes vexillifer	Yangtze River dolphin	118797	NW_006793375.1:599299-652287	+	chr Un	PROTEIN_CODING	XM_007466327.1		3489	XM_007466327.1:204-2618	XP_007466389.1		804	angiotensin-converting enzyme 2
103127724	ACE2	angiotensin converting enzyme 2	Erinaceus europaeus	western European hedgehog	9365	NW_006803952.1:268070-330770	-	chr Un	PROTEIN_CODING	XM_007538608.2		3190	XM_007538608.2:29-2443	XP_007538670.1		804	angiotensin-converting enzyme 2
103143561	ace2	angiotensin I converting enzyme 2	Poecilia formosa	Amazon molly	48698	NW_006800052.1:1156822-1165789	-	chr Un	PROTEIN_CODING	XM_007560146.2		3583	XM_007560146.2:373-2799	XP_007560208.1		808	angiotensin-converting enzyme 2
103177482	ace2	angiotensin I converting enzyme 2	Callorhinchus milii	elephant shark	7868	NW_024704745.1:18709934-18739004	-	chr Un	PROTEIN_CODING	XM_007891654.2		2667	XM_007891654.2:49-2559	XP_007889845.1		836	angiotensin-converting enzyme 2
103207264	ACE2	angiotensin converting enzyme 2	Orycteropus afer afer		1230840	NW_006921947.1:3312127-3364930	-	chr Un	PROTEIN_CODING	XM_007952837.1		2400	XM_007952837.1:1-2400	XP_007951028.1		799	angiotensin-converting enzyme 2
103231639	ACE2	angiotensin converting enzyme 2	Chlorocebus sabaeus	green monkey	60711	NW_023666056.1:15866608-15915985	-	chr Un	PROTEIN_CODING	XM_007991113.2	transcript variant X1	3917	XM_007991113.2:629-3046	XP_007989304.2		805	angiotensin-converting enzyme 2
103231639	ACE2	angiotensin converting enzyme 2	Chlorocebus sabaeus	green monkey	60711	NW_023666056.1:15866608-15915985	-	chr Un	PROTEIN_CODING	XM_037986357.1	transcript variant X2	3504	XM_037986357.1:216-2633	XP_037842285.1		805	angiotensin-converting enzyme 2
103267011	ACE2	angiotensin converting enzyme 2	Carlito syrichta	Philippine tarsier	1868482	NW_007251860.1:544114-598758	-	chr Un	PROTEIN_CODING	XM_008064619.1		3586	XM_008064619.1:300-2717	XP_008062810.1		805	angiotensin-converting enzyme 2
103298184	ACE2	angiotensin converting enzyme 2	Eptesicus fuscus	big brown bat	29078	NW_007370761.1:1853004-1893853	-	chr Un	PROTEIN_CODING	XM_028130291.1	transcript variant X2	3334	XM_028130291.1:101-2500	XP_027986092.1	isoform X2	799	angiotensin-converting enzyme 2
103298184	ACE2	angiotensin converting enzyme 2	Eptesicus fuscus	big brown bat	29078	NW_007370761.1:1853004-1893853	-	chr Un	PROTEIN_CODING	XM_008154928.2	transcript variant X1	3370	XM_008154928.2:101-2536	XP_008153150.1	isoform X1	811	angiotensin-converting enzyme 2
103365177	ace2	angiotensin I converting enzyme 2	Stegastes partitus	bicolor damselfish	144197	NW_007578548.1:4312-17032	+	chr Un	PROTEIN_CODING	XM_008292540.1		3536	XM_008292540.1:1-2424	XP_008290762.1		807	angiotensin-converting enzyme 2
103378664	ace2	angiotensin I converting enzyme 2	Cynoglossus semilaevis	tongue sole	244447	NC_024311.1:3440983-3448661	-	chr 5	PROTEIN_CODING	XM_017032425.2		2722	XM_017032425.2:103-2511	XP_016887914.1		802	angiotensin-converting enzyme 2
103462028	ace2	angiotensin I converting enzyme 2	Poecilia reticulata	guppy	8081	NC_024333.1:10395029-10403810	+	chr LG3	PROTEIN_CODING	XM_008404492.2		3035	XM_008404492.2:390-2819	XP_008402714.1		809	angiotensin-converting enzyme 2
103529347	ACE2	angiotensin converting enzyme 2	Calypte anna	Anna's hummingbird	9244	NC_044244.1:123393350-123417552	+	chr 1	PROTEIN_CODING	XM_008494775.2		2441	XM_008494775.2:10-2427	XP_008492997.2		805	angiotensin-converting enzyme 2
103568003	ACE2	angiotensin converting enzyme 2	Equus przewalskii	Przewalski's horse	9798	NW_007677601.1:42075-89444	+	chr Un	PROTEIN_CODING	XM_008544773.1		5861	XM_008544773.1:258-2675	XP_008542995.1		805	angiotensin-converting enzyme 2
103611746	ACE2	angiotensin converting enzyme 2	Corvus brachyrhynchos	American crow	85066	NW_008236965.1:6333835-6360225	+	chr Un	PROTEIN_CODING	XM_017728394.1		3977	XM_017728394.1:114-2390	XP_017583883.1		758	angiotensin-converting enzyme 2
103668146	ACE2	angiotensin converting enzyme 2	Ursus maritimus	polar bear	29073	NW_024423319.1:113029334-113070671	+	chr X	PROTEIN_CODING	XM_008696415.2	transcript variant X1	3674	XM_008696415.2:1-2418	XP_008694637.2	isoform X1	805	angiotensin-converting enzyme 2
103668146	ACE2	angiotensin converting enzyme 2	Ursus maritimus	polar bear	29073	NW_024423319.1:113029334-113070671	+	chr X	PROTEIN_CODING	XM_040634118.1	transcript variant X2	3170	XM_040634118.1:1-2418	XP_040490052.1	isoform X1	805	angiotensin-converting enzyme 2
103668146	ACE2	angiotensin converting enzyme 2	Ursus maritimus	polar bear	29073	NW_024423319.1:113029334-113070671	+	chr X	PROTEIN_CODING	XM_040634122.1	transcript variant X3	3341	XM_040634122.1:1-2085	XP_040490056.1	isoform X2	694	angiotensin-converting enzyme 2
103740288	Ace2	angiotensin converting enzyme 2	Nannospalax galili	Upper Galilee mountains blind mole rat	1026970	NW_008344634.1:152841-209773	+	chr Un	PROTEIN_CODING	XM_008840876.2		3432	XM_008840876.2:189-2603	XP_008839098.1		804	angiotensin-converting enzyme 2
103760034	ACE2	angiotensin converting enzyme 2	Manacus vitellinus	golden-collared manakin	328815	NW_021940813.1:13787342-13812369	+	chr Un	PROTEIN_CODING	XM_018084005.2		2761	XM_018084005.2:1-2436	XP_017939494.2		811	angiotensin-converting enzyme 2
103771950	ACE2	angiotensin converting enzyme 2	Merops nubicus	carmine bee-eater	57421	NW_008605188.1:4311-28301	+	chr Un	PROTEIN_CODING	XM_008939271.1		2400	XM_008939271.1:1-2400	XP_008937519.1		799	angiotensin-converting enzyme 2
103810970	ACE2	angiotensin converting enzyme 2	Acanthisitta chloris	rifleman	57068	NW_008655442.1:628-18793	+	chr Un	PROTEIN_CODING	XM_009083902.1		1832	XM_009083902.1:3-1832	XP_009082150.1		609	angiotensin-converting enzyme 2
103815821	ACE2	angiotensin converting enzyme 2	Serinus canaria	Common canary	9135	NW_022043763.1:18112337-18136866	+	chr Un	PROTEIN_CODING	XM_009089674.3		2439	XM_009089674.3:10-2439	XP_009087922.1		809	angiotensin-converting enzyme 2
103896937	ACE2	angiotensin converting enzyme 2	Aptenodytes forsteri	emperor penguin	9233	NW_008795041.1:223395-248299	-	chr Un	PROTEIN_CODING	XM_009276865.1	transcript variant X1	2430	XM_009276865.1:1-2430	XP_009275140.1	isoform X1	809	angiotensin-converting enzyme 2
103896937	ACE2	angiotensin converting enzyme 2	Aptenodytes forsteri	emperor penguin	9233	NW_008795041.1:223395-248299	-	chr Un	PROTEIN_CODING	XM_009276866.2	transcript variant X2	2416	XM_009276866.2:70-2307	XP_009275141.1	isoform X2	745	angiotensin-converting enzyme 2
103918227	ACE2	angiotensin converting enzyme 2	Pygoscelis adeliae	Adelie penguin	9238	NW_008824940.1:657438-682236	-	chr Un	PROTEIN_CODING	XM_009325492.1		2397	XM_009325492.1:1-2397	XP_009323767.1		798	angiotensin-converting enzyme 2
104022575	ACE2	angiotensin converting enzyme 2	Nipponia nippon	crested ibis	128390	NW_008998637.1:5981001-6005622	+	chr Un	PROTEIN_CODING	XM_009476315.1		2430	XM_009476315.1:1-2430	XP_009474590.1		809	angiotensin-converting enzyme 2
104029332	ACE2	angiotensin converting enzyme 2	Pelecanus crispus	Dalmatian pelican	36300	NW_009078549.1:28269-52916	-	chr Un	PROTEIN_CODING	XM_009480645.1		2430	XM_009480645.1:1-2430	XP_009478920.1		809	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104049988	ACE2	angiotensin converting enzyme 2	Phalacrocorax carbo	great cormorant	9209	NW_009168746.1:39102-63761	+	chr Un	PROTEIN_CODING	XM_009510775.1		2439	XM_009510775.1:1-2439	XP_009509070.1		812	angiotensin-converting enzyme 2
104063399	ACE2	angiotensin converting enzyme 2	Cuculus canorus	common cuckoo	55661	NW_009245941.1:3239772-3264509	+	chr Un	PROTEIN_CODING	XM_009565569.1		2427	XM_009565569.1:1-2427	XP_009563864.1		808	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104075932	ACE2	angiotensin converting enzyme 2	Fulmarus glacialis	Northern fulmar	30455	NW_009208753.1:37433-54395	+	chr Un	PROTEIN_CODING	XM_009576601.1		1896	XM_009576601.1:1-1896	XP_009574896.1		632	angiotensin-converting enzyme 2
104127303	ACE2	angiotensin converting enzyme 2	Egretta garzetta	little egret	188379	NW_009259855.1:1144278-1168786	+	chr Un	PROTEIN_CODING	XM_009639962.1		2421	XM_009639962.1:1-2421	XP_009638257.1		806	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104140442	ACE2	angiotensin converting enzyme 2	Struthio camelus australis		441894	NW_009270727.1:254658-282180	-	chr Un	PROTEIN_CODING	XM_009669200.1		3081	XM_009669200.1:1-2427	XP_009667495.1		808	angiotensin-converting enzyme 2
104165694	ACE2	angiotensin converting enzyme 2	Cariama cristata	Red-legged seriema	54380	NW_009630089.1:24723-49748	-	chr Un	PROTEIN_CODING	XM_009705393.1		2421	XM_009705393.1:1-2421	XP_009703695.1		806	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104261683	ACE2	angiotensin converting enzyme 2	Gavia stellata	red-throated loon	37040	NW_009322097.1:27229-51864	+	chr Un	PROTEIN_CODING	XM_009817825.1		2430	XM_009817825.1:1-2430	XP_009816127.1		809	angiotensin-converting enzyme 2
104273417	ACE2	angiotensin converting enzyme 2	Apaloderma vittatum	bar-tailed trogon	57397	NW_009714387.1:10579-35365	+	chr Un	PROTEIN_CODING	XM_009868754.1		2376	XM_009868754.1:1-2376	XP_009867056.1		791	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104289986	ACE2	angiotensin converting enzyme 2	Charadrius vociferus	killdeer	50402	NW_009649235.1:171708-196346	+	chr Un	PROTEIN_CODING	XM_009889029.1	transcript variant X1	2430	XM_009889029.1:1-2430	XP_009887331.1	isoform X1	809	angiotensin-converting enzyme 2
104289986	ACE2	angiotensin converting enzyme 2	Charadrius vociferus	killdeer	50402	NW_009649235.1:171708-196346	+	chr Un	PROTEIN_CODING	XM_009889030.1	transcript variant X2	2409	XM_009889030.1:69-2306	XP_009887332.1	isoform X2	745	angiotensin-converting enzyme 2
104310140	ACE2	angiotensin converting enzyme 2	Dryobates pubescens	Downy woodpecker	118200	NW_009662243.1:43-19008	+	chr Un	PROTEIN_CODING	XM_009911547.1		1165	XM_009911547.1:2-1165	XP_009909849.1		387	angiotensin-converting enzyme 2
104310355	ACE2	angiotensin converting enzyme 2	Haliaeetus albicilla	white-tailed eagle	8969	NW_009789801.1:2868-19382	-	chr Un	PROTEIN_CODING	XM_009927339.1		1887	XM_009927339.1:1-1887	XP_009925641.1		629	angiotensin-converting enzyme 2
104334989	ACE2	angiotensin converting enzyme 2	Opisthocomus hoazin		30419	NW_009902748.1:1575541-1599611	-	chr Un	PROTEIN_CODING	XM_009940668.1		2475	XM_009940668.1:1-2475	XP_009938970.1		824	angiotensin-converting enzyme 2
104350299	ACE2	angiotensin converting enzyme 2	Leptosomus discolor	cuckoo roller	188344	NW_009845373.1:132675-157234	-	chr Un	PROTEIN_CODING	XM_009956091.1		2430	XM_009956091.1:1-2430	XP_009954393.1		809	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104364304	ACE2	angiotensin converting enzyme 2	Tyto alba	Barn owl	56313	NW_022678977.1:15962-45687	-	chr Un	PROTEIN_CODING	XM_033010090.1		3284	XM_033010090.1:205-2634	XP_032865981.1		809	angiotensin-converting enzyme 2
104374083	ACE2	angiotensin converting enzyme 2	Tauraco erythrolophus	red-crested turaco	121530	NW_010050774.1:37217-60539	+	chr Un	PROTEIN_CODING	XM_009980113.1		2111	XM_009980113.1:1-2111	XP_009978415.1		703	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104385382	ACE2	angiotensin converting enzyme 2	Chaetura pelagica	chimney swift	8897	NW_009952690.1:1409618-1434695	+	chr Un	PROTEIN_CODING	XM_009993826.1		2421	XM_009993826.1:1-2421	XP_009992128.1		806	angiotensin-converting enzyme 2
104405453	ACE2	angiotensin converting enzyme 2	Nestor notabilis	Kea	176057	NW_009927736.1:59426-76185	-	chr Un	PROTEIN_CODING	XM_010014179.1		1857	XM_010014179.1:1-1857	XP_010012481.1		618	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104470941	ACE2	angiotensin converting enzyme 2	Pterocles gutturalis	yellow-throated sandgrouse	240206	NW_010147523.1:3783-20607	-	chr Un	PROTEIN_CODING	XM_010086071.1		1893	XM_010086071.1:1-1893	XP_010084373.1		631	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104481125	ACE2	angiotensin converting enzyme 2	Chlamydotis macqueenii	Macqueen's bustard	187382	NW_010481882.1:38282-63711	+	chr Un	PROTEIN_CODING	XM_010122221.1		2427	XM_010122221.1:1-2427	XP_010120523.1		808	angiotensin-converting enzyme 2
104495535	ACE2	angiotensin converting enzyme 2	Buceros rhinoceros silvestris		175836	NW_010418348.1:38169-61932	-	chr Un	PROTEIN_CODING	XM_010138511.1		2385	XM_010138511.1:1-2385	XP_010136813.1		794	angiotensin-converting enzyme 2
104502443	ACE2	angiotensin converting enzyme 2	Eurypyga helias	sunbittern	54383	NW_010269642.1:9530-34149	-	chr Un	PROTEIN_CODING	XM_010158165.1		2430	XM_010158165.1:1-2430	XP_010156467.1		809	angiotensin-converting enzyme 2
104527265	ACE2	angiotensin converting enzyme 2	Antrostomus carolinensis	chuck-will's-widow	279965	NW_010324388.1:26876-51471	-	chr Un	PROTEIN_CODING	XM_010170936.1		2424	XM_010170936.1:1-2424	XP_010169238.1		807	angiotensin-converting enzyme 2
104537500	ACE2	angiotensin converting enzyme 2	Mesitornis unicolor	brown roatelo	54374	NW_010172509.1:43968-69734	-	chr Un	PROTEIN_CODING	XM_010180401.1		2430	XM_010180401.1:1-2430	XP_010178703.1		809	angiotensin-converting enzyme 2
104561893	ACE2	angiotensin converting enzyme 2	Colius striatus	speckled mousebird	57412	NW_010710509.1:4799-23562	-	chr Un	PROTEIN_CODING	XM_010207752.1		1997	XM_010207752.1:27-1997	XP_010206054.1		656	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104572141	ACE2	angiotensin converting enzyme 2	Tinamus guttatus	white-throated tinamou	94827	NW_010584770.1:6421-31888	-	chr Un	PROTEIN_CODING	XM_010219282.1		2418	XM_010219282.1:1-2418	XP_010217584.1		805	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
104624367	ACE2	angiotensin converting enzyme 2	Phaethon lepturus	White-tailed tropicbird	97097	NW_010554093.1:40513-64872	-	chr Un	PROTEIN_CODING	XM_010291717.1		2430	XM_010291717.1:1-2430	XP_010290019.1		809	angiotensin-converting enzyme 2
104664530	ACE2	angiotensin converting enzyme 2	Rhinopithecus roxellana	golden snub-nosed monkey	61622	NC_044555.1:81295543-81343410	-	chr 7	PROTEIN_CODING	XM_010366065.2		3590	XM_010366065.2:307-2724	XP_010364367.2		805	angiotensin-converting enzyme 2
104686166	ACE2	angiotensin converting enzyme 2	Corvus cornix cornix		932674	NC_046332.1:101073534-101098776	-	chr 1	PROTEIN_CODING	XM_010394433.4		3134	XM_010394433.4:33-2468	XP_010392735.2		811	angiotensin-converting enzyme 2
104840548	ACE2	angiotensin converting enzyme 2	Haliaeetus leucocephalus	bald eagle	52644	NW_010973231.1:1083199-1107319	+	chr Un	PROTEIN_CODING	XM_010581526.1		2415	XM_010581526.1:69-2306	XP_010579828.1		745	angiotensin-converting enzyme 2
104876936	Ace2	angiotensin converting enzyme 2	Fukomys damarensis	Damara mole-rat	885580	NW_022900951.1:11919113-11971902	-	chr Un	PROTEIN_CODING	XM_010645175.3		3076	XM_010645175.3:134-2551	XP_010643477.1		805	angiotensin-converting enzyme 2
104919764	ace2	angiotensin I converting enzyme 2	Larimichthys crocea	large yellow croaker	215358	NC_040018.1:1059632-1069607	-	chr VIII	PROTEIN_CODING	XM_010731844.3		2802	XM_010731844.3:53-2485	XP_010730146.1		810	angiotensin-converting enzyme 2
104963551	ace2	angiotensin I converting enzyme 2	Notothenia coriiceps	black rockcod	8208	NW_011369062.1:72229-82677	+	chr Un	PROTEIN_CODING	XM_010792153.1		2709	XM_010792153.1:1-2421	XP_010790455.1		806	angiotensin-converting enzyme 2
104984774	ACE2	angiotensin converting enzyme 2	Bison bison bison		43346	NW_011476013.1:471-28184	-	chr Un	PROTEIN_CODING	XM_010834699.1		1508	XM_010834699.1:215-1508	XP_010833001.1		431	angiotensin-converting enzyme 2
105019921	ace2	angiotensin I converting enzyme 2	Esox lucius	northern pike	8010	NC_047590.1:10108247-10118681	-	chr 22	PROTEIN_CODING	XM_010886475.4		2695	XM_010886475.4:1-2484	XP_010884777.2		827	LOW QUALITY PROTEIN: angiotensin-converting enzyme 2
105079297	ACE2	angiotensin converting enzyme 2	Camelus bactrianus	Bactrian camel	9837	NW_011516734.1:550933-588031	-	chr Un	PROTEIN_CODING	XM_010968001.1		3384	XM_010968001.1:103-2520	XP_010966303.1		805	angiotensin-converting enzyme 2
105100402	ACE2	angiotensin converting enzyme 2	Camelus dromedarius	Arabian camel	9838	NC_044547.1:109652189-109690335	+	chr X	PROTEIN_CODING	XM_031445857.1	transcript variant X1	3630	XM_031445857.1:349-2766	XP_031301717.1		805	angiotensin-converting enzyme 2
105100402	ACE2	angiotensin converting enzyme 2	Camelus dromedarius	Arabian camel	9838	NC_044547.1:109652189-109690335	+	chr X	PROTEIN_CODING	XM_010993415.2	transcript variant X2	3387	XM_010993415.2:106-2523	XP_010991717.1		805	angiotensin-converting enzyme 2
105294000	ACE2	angiotensin converting enzyme 2	Pteropus vampyrus	large flying fox	132908	NW_011888862.1:4573248-4650237	-	chr Un	PROTEIN_CODING	XM_011362973.2		2752	XM_011362973.2:338-2752	XP_011361275.1		804	angiotensin-converting enzyme 2
105478157	ACE2	angiotensin converting enzyme 2	Macaca nemestrina	pig-tailed macaque	9545	NW_012017243.1:15917408-15976243	-	chr Un	PROTEIN_CODING	XM_011735204.2	transcript variant X3	3662	XM_011735204.2:374-2791	XP_011733506.1		805	angiotensin-converting enzyme 2
105478157	ACE2	angiotensin converting enzyme 2	Macaca nemestrina	pig-tailed macaque	9545	NW_012017243.1:15917408-15976243	-	chr Un	PROTEIN_CODING	XM_011735203.2	transcript variant X1	3752	XM_011735203.2:464-2881	XP_011733505.1		805	angiotensin-converting enzyme 2
105478157	ACE2	angiotensin converting enzyme 2	Macaca nemestrina	pig-tailed macaque	9545	NW_012017243.1:15917408-15976243	-	chr Un	PROTEIN_CODING	XM_024791682.1	transcript variant X2	3604	XM_024791682.1:316-2733	XP_024647450.1		805	angiotensin-converting enzyme 2
105550583	ACE2	angiotensin converting enzyme 2	Mandrillus leucophaeus	drill	9568	NW_012105254.1:2283521-2330201	+	chr Un	PROTEIN_CODING	XM_011995533.1		3592	XM_011995533.1:304-2721	XP_011850923.1		805	angiotensin-converting enzyme 2
105574684	ACE2	angiotensin converting enzyme 2	Cercocebus atys	sooty mangabey	9531	NW_012003945.1:16494201-16546073	+	chr Un	PROTEIN_CODING	XM_012035809.1	transcript variant X2	3625	XM_012035809.1:337-2754	XP_011891199.1		805	angiotensin-converting enzyme 2
105574684	ACE2	angiotensin converting enzyme 2	Cercocebus atys	sooty mangabey	9531	NW_012003945.1:16494201-16546073	+	chr Un	PROTEIN_CODING	XM_012035811.1	transcript variant X4	3535	XM_012035811.1:247-2664	XP_011891201.1		805	angiotensin-converting enzyme 2
105574684	ACE2	angiotensin converting enzyme 2	Cercocebus atys	sooty mangabey	9531	NW_012003945.1:16494201-16546073	+	chr Un	PROTEIN_CODING	XM_012035808.1	transcript variant X1	3587	XM_012035808.1:299-2716	XP_011891198.1		805	angiotensin-converting enzyme 2
105574684	ACE2	angiotensin converting enzyme 2	Cercocebus atys	sooty mangabey	9531	NW_012003945.1:16494201-16546073	+	chr Un	PROTEIN_CODING	XM_012035810.1	transcript variant X3	3414	XM_012035810.1:126-2543	XP_011891200.1		805	angiotensin-converting enzyme 2
